CPU	GPU	log10(CPU/GPU)
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
1.0000000000e+02	1.0000000000e+02	0.0000000000e+00
